
Host: asax029.asc.edu

Timers On : Tue Dec  3 15:12:11 2024
Timers Off: Tue Dec  3 15:12:36 2024

Wall Time:       24.96 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
SAD Guess                           :      1.517u      0.100s      0.122w      2 calls
HF: Form G                          :      5.933u      0.117s      0.455w     18 calls
JK: D                               :      0.000u      0.000s      0.000w     18 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     18 calls
JK: JK                              :      5.900u      0.117s      0.453w     18 calls
PK computes JK                      :      5.900u      0.117s      0.453w     18 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     18 calls
HF: Form F                          :      0.000u      0.000s      0.001w     18 calls
HF: Form D                          :      0.017u      0.000s      0.000w     18 calls
HF: DIIS                            :      3.483u      0.167s      1.054w     16 calls
HF: Form C                          :      0.450u      0.017s      0.033w     16 calls
trans_ints                          :      3.883u      0.667s      1.470w      1 calls
Trans (OV|OV)                       :      3.800u      0.667s      1.455w      1 calls
Sort chem -> phys                   :      0.000u      0.000s      0.003w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.000u      0.000s      0.003w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.033u      0.000s      0.003w      1 calls
T2(1)                               :      0.433u      0.050s      0.037w      1 calls
MP2 Energy                          :      0.233u      0.000s      0.021w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     14.117u      0.333s      2.130w      2 calls
| Libint2ERI::Libint2ERI            :      0.783u      0.100s      0.885w     18 calls
HF: Form core H                     :      0.300u      0.017s      0.085w      2 calls
HF: Form S/X                        :      0.067u      0.000s      0.004w      2 calls
HF: Guess                           :      1.550u      0.100s      0.125w      2 calls
| SAD Guess                         :      1.517u      0.100s      0.122w      2 calls
HF: Form G                          :      5.933u      0.117s      0.455w     18 calls
| JK: D                             :      0.000u      0.000s      0.000w     18 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     18 calls
| JK: JK                            :      5.900u      0.117s      0.453w     18 calls
| | PK computes JK                  :      5.900u      0.117s      0.453w     18 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     18 calls
HF: Form F                          :      0.000u      0.000s      0.001w     18 calls
HF: Form D                          :      0.017u      0.000s      0.000w     18 calls
HF: DIIS                            :      3.483u      0.167s      1.054w     16 calls
HF: Form C                          :      0.450u      0.017s      0.033w     16 calls
Libint2ERI::Libint2ERI              :      0.717u      0.033s      0.055w      2 calls
trans_ints                          :      3.883u      0.667s      1.470w      1 calls
| Trans (OV|OV)                     :      3.800u      0.667s      1.455w      1 calls
| Sort chem -> phys                 :      0.000u      0.000s      0.003w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.000u      0.000s      0.003w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.000w      1 calls
| Build Denominators                :      0.033u      0.000s      0.003w      1 calls
T2(1)                               :      0.433u      0.050s      0.037w      1 calls
MP2 Energy                          :      0.233u      0.000s      0.021w      1 calls

**************************************************************************************

Host: asaxb001.asc.edu

Timers On : Tue Dec  3 20:08:36 2024
Timers Off: Tue Dec  3 20:10:22 2024

Wall Time:      106.28 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     30.217u      0.917s      3.688w      2 calls
Libint2ERI::Libint2ERI              :      2.200u      0.150s      0.840w     20 calls
HF: Form core H                     :      0.467u      0.017s      0.041w      2 calls
HF: Form S/X                        :      0.133u      0.000s      0.010w      2 calls
HF: Guess                           :      1.983u      0.083s      0.155w      2 calls
SAD Guess                           :      1.950u      0.083s      0.153w      2 calls
HF: Form G                          :     43.883u      0.950s      3.371w     24 calls
JK: D                               :      0.000u      0.000s      0.001w     24 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     24 calls
JK: JK                              :     43.867u      0.950s      3.367w     24 calls
PK computes JK                      :     43.867u      0.950s      3.366w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.000u      0.000s      0.002w     24 calls
HF: Form D                          :      0.017u      0.000s      0.001w     24 calls
HF: DIIS                            :      4.317u      0.167s      0.453w     22 calls
HF: Form C                          :      1.250u      0.033s      0.100w     22 calls
trans_ints                          :     15.483u      3.450s     10.039w      1 calls
Trans (OV|OV)                       :     15.300u      3.417s     10.007w      1 calls
Sort chem -> phys                   :      0.000u      0.017s      0.013w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.000u      0.017s      0.013w      1 calls
Trans OEI                           :      0.017u      0.000s      0.001w      1 calls
Build Denominators                  :      0.117u      0.017s      0.010w      1 calls
T2(1)                               :      1.200u      0.133s      0.103w      1 calls
MP2 Energy                          :      0.467u      0.033s      0.039w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     30.217u      0.917s      3.688w      2 calls
| Libint2ERI::Libint2ERI            :      1.167u      0.117s      0.761w     18 calls
HF: Form core H                     :      0.467u      0.017s      0.041w      2 calls
HF: Form S/X                        :      0.133u      0.000s      0.010w      2 calls
HF: Guess                           :      1.983u      0.083s      0.155w      2 calls
| SAD Guess                         :      1.950u      0.083s      0.153w      2 calls
HF: Form G                          :     43.883u      0.950s      3.371w     24 calls
| JK: D                             :      0.000u      0.000s      0.001w     24 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     24 calls
| JK: JK                            :     43.867u      0.950s      3.367w     24 calls
| | PK computes JK                  :     43.867u      0.950s      3.366w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.000u      0.000s      0.002w     24 calls
HF: Form D                          :      0.017u      0.000s      0.001w     24 calls
HF: DIIS                            :      4.317u      0.167s      0.453w     22 calls
HF: Form C                          :      1.250u      0.033s      0.100w     22 calls
Libint2ERI::Libint2ERI              :      1.033u      0.033s      0.079w      2 calls
trans_ints                          :     15.483u      3.450s     10.039w      1 calls
| Trans (OV|OV)                     :     15.300u      3.417s     10.007w      1 calls
| Sort chem -> phys                 :      0.000u      0.017s      0.013w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.000u      0.017s      0.013w      1 calls
| Trans OEI                         :      0.017u      0.000s      0.001w      1 calls
| Build Denominators                :      0.117u      0.017s      0.010w      1 calls
T2(1)                               :      1.200u      0.133s      0.103w      1 calls
MP2 Energy                          :      0.467u      0.033s      0.039w      1 calls

**************************************************************************************

Host: asax029.asc.edu

Timers On : Tue Dec  3 16:58:38 2024
Timers Off: Tue Dec  3 21:31:43 2024

Wall Time:    16385.21 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :   1217.850u     23.933s    246.548w      2 calls
Libint2ERI::Libint2ERI              :      7.133u      0.117s      3.688w     12 calls
HF: Form core H                     :      0.383u      0.000s      0.061w      2 calls
HF: Form S/X                        :      1.050u      0.033s      0.166w      2 calls
HF: Guess                           :      2.067u      0.067s      0.324w      2 calls
SAD Guess                           :      2.050u      0.067s      0.317w      2 calls
HF: Form G                          :    203.300u      0.567s    108.936w     24 calls
JK: D                               :      0.067u      0.000s      0.010w     24 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     24 calls
JK: JK                              :    203.217u      0.567s    108.915w     24 calls
PK computes JK                      :    203.200u      0.550s    108.910w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.017u      0.000s      0.005w     24 calls
HF: Form D                          :      0.000u      0.017s      0.009w     24 calls
HF: DIIS                            :      5.917u      0.400s      1.043w     22 calls
HF: Form C                          :     10.200u      0.167s      1.621w     22 calls
trans_ints                          :   1329.033u    242.983s    944.875w      1 calls
Trans (OV|OV)                       :   1327.750u    241.517s    943.779w      1 calls
Sort chem -> phys                   :      0.167u      0.867s      0.633w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.167u      0.867s      0.633w      1 calls
Trans OEI                           :      0.083u      0.000s      0.012w      1 calls
Build Denominators                  :      1.033u      0.600s      0.442w      1 calls
T2(1)                               :      1.150u      7.750s      5.376w      1 calls
MP2 Energy                          :      0.350u      1.500s      1.150w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :   1217.850u     23.933s    246.548w      2 calls
| Libint2ERI::Libint2ERI            :      5.050u      0.067s      3.068w     10 calls
HF: Form core H                     :      0.383u      0.000s      0.061w      2 calls
HF: Form S/X                        :      1.050u      0.033s      0.166w      2 calls
HF: Guess                           :      2.067u      0.067s      0.324w      2 calls
| SAD Guess                         :      2.050u      0.067s      0.317w      2 calls
HF: Form G                          :    203.300u      0.567s    108.936w     24 calls
| JK: D                             :      0.067u      0.000s      0.010w     24 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     24 calls
| JK: JK                            :    203.217u      0.567s    108.915w     24 calls
| | PK computes JK                  :    203.200u      0.550s    108.910w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.017u      0.000s      0.005w     24 calls
HF: Form D                          :      0.000u      0.017s      0.009w     24 calls
HF: DIIS                            :      5.917u      0.400s      1.043w     22 calls
HF: Form C                          :     10.200u      0.167s      1.621w     22 calls
Libint2ERI::Libint2ERI              :      2.083u      0.050s      0.620w      2 calls
trans_ints                          :   1329.033u    242.983s    944.875w      1 calls
| Trans (OV|OV)                     :   1327.750u    241.517s    943.779w      1 calls
| Sort chem -> phys                 :      0.167u      0.867s      0.633w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.167u      0.867s      0.633w      1 calls
| Trans OEI                         :      0.083u      0.000s      0.012w      1 calls
| Build Denominators                :      1.033u      0.600s      0.442w      1 calls
T2(1)                               :      1.150u      7.750s      5.376w      1 calls
MP2 Energy                          :      0.350u      1.500s      1.150w      1 calls

**************************************************************************************

Host: asax029.asc.edu

Timers On : Tue Dec  3 21:31:49 2024
Timers Off: Tue Dec  3 21:32:20 2024

Wall Time:       31.11 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      9.917u      0.300s      1.831w      2 calls
Libint2ERI::Libint2ERI              :      0.600u      0.067s      0.269w     12 calls
HF: Form core H                     :      0.183u      0.000s      0.039w      2 calls
HF: Form S/X                        :      0.050u      0.000s      0.007w      2 calls
HF: Guess                           :      1.033u      0.067s      0.165w      2 calls
SAD Guess                           :      1.033u      0.067s      0.163w      2 calls
HF: Form G                          :      6.783u      0.067s      1.028w     22 calls
JK: D                               :      0.000u      0.000s      0.001w     22 calls
JK: USO2AO                          :      0.017u      0.000s      0.000w     22 calls
JK: JK                              :      6.750u      0.067s      1.026w     22 calls
PK computes JK                      :      6.750u      0.067s      1.025w     22 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.000u      0.000s      0.001w     22 calls
HF: Form D                          :      0.000u      0.000s      0.001w     22 calls
HF: DIIS                            :      2.233u      0.200s      1.191w     20 calls
HF: Form C                          :      0.317u      0.000s      0.051w     20 calls
trans_ints                          :      5.417u      1.133s      3.513w      1 calls
Trans (OV|OV)                       :      5.383u      1.133s      3.500w      1 calls
Sort chem -> phys                   :      0.000u      0.000s      0.003w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.000u      0.000s      0.003w      1 calls
Trans OEI                           :      0.017u      0.000s      0.001w      1 calls
Build Denominators                  :      0.000u      0.000s      0.002w      1 calls
T2(1)                               :      0.083u      0.033s      0.025w      1 calls
MP2 Energy                          :      0.067u      0.000s      0.017w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      9.917u      0.300s      1.831w      2 calls
| Libint2ERI::Libint2ERI            :      0.317u      0.067s      0.225w     10 calls
HF: Form core H                     :      0.183u      0.000s      0.039w      2 calls
HF: Form S/X                        :      0.050u      0.000s      0.007w      2 calls
HF: Guess                           :      1.033u      0.067s      0.165w      2 calls
| SAD Guess                         :      1.033u      0.067s      0.163w      2 calls
HF: Form G                          :      6.783u      0.067s      1.028w     22 calls
| JK: D                             :      0.000u      0.000s      0.001w     22 calls
| JK: USO2AO                        :      0.017u      0.000s      0.000w     22 calls
| JK: JK                            :      6.750u      0.067s      1.026w     22 calls
| | PK computes JK                  :      6.750u      0.067s      1.025w     22 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.000u      0.000s      0.001w     22 calls
HF: Form D                          :      0.000u      0.000s      0.001w     22 calls
HF: DIIS                            :      2.233u      0.200s      1.191w     20 calls
HF: Form C                          :      0.317u      0.000s      0.051w     20 calls
Libint2ERI::Libint2ERI              :      0.283u      0.000s      0.044w      2 calls
trans_ints                          :      5.417u      1.133s      3.513w      1 calls
| Trans (OV|OV)                     :      5.383u      1.133s      3.500w      1 calls
| Sort chem -> phys                 :      0.000u      0.000s      0.003w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.000u      0.000s      0.003w      1 calls
| Trans OEI                         :      0.017u      0.000s      0.001w      1 calls
| Build Denominators                :      0.000u      0.000s      0.002w      1 calls
T2(1)                               :      0.083u      0.033s      0.025w      1 calls
MP2 Energy                          :      0.067u      0.000s      0.017w      1 calls

**************************************************************************************

Host: asaxb001.asc.edu

Timers On : Tue Dec  3 20:10:23 2024
Timers Off: Tue Dec  3 22:53:29 2024

Wall Time:     9786.49 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :   1094.600u     68.433s    147.447w      2 calls
Libint2ERI::Libint2ERI              :     10.650u      0.317s      4.533w     20 calls
HF: Form core H                     :      0.650u      0.017s      0.051w      2 calls
HF: Form S/X                        :      1.067u      0.017s      0.083w      2 calls
HF: Guess                           :      3.517u      0.133s      0.274w      2 calls
SAD Guess                           :      3.433u      0.133s      0.270w      2 calls
HF: Form G                          :    352.867u      1.300s    181.159w     24 calls
JK: D                               :      0.100u      0.000s      0.008w     24 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     24 calls
JK: JK                              :    352.700u      1.300s    181.137w     24 calls
PK computes JK                      :    352.633u      1.300s    181.131w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.067u      0.000s      0.010w     24 calls
HF: Form D                          :      0.033u      0.000s      0.005w     24 calls
HF: DIIS                            :      9.067u      0.467s      0.808w     22 calls
HF: Form C                          :     11.100u      0.233s      0.888w     22 calls
trans_ints                          :    951.417u    262.150s    727.125w      1 calls
Trans (OV|OV)                       :    948.883u    260.750s    726.086w      1 calls
Sort chem -> phys                   :      0.200u      0.850s      0.623w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.200u      0.850s      0.623w      1 calls
Trans OEI                           :      0.067u      0.000s      0.005w      1 calls
Build Denominators                  :      2.250u      0.550s      0.401w      1 calls
T2(1)                               :      1.117u      6.700s      4.742w      1 calls
MP2 Energy                          :      0.500u      1.517s      1.222w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :   1094.600u     68.433s    147.447w      2 calls
| Libint2ERI::Libint2ERI            :      6.583u      0.233s      4.095w     18 calls
HF: Form core H                     :      0.650u      0.017s      0.051w      2 calls
HF: Form S/X                        :      1.067u      0.017s      0.083w      2 calls
HF: Guess                           :      3.517u      0.133s      0.274w      2 calls
| SAD Guess                         :      3.433u      0.133s      0.270w      2 calls
HF: Form G                          :    352.867u      1.300s    181.159w     24 calls
| JK: D                             :      0.100u      0.000s      0.008w     24 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     24 calls
| JK: JK                            :    352.700u      1.300s    181.137w     24 calls
| | PK computes JK                  :    352.633u      1.300s    181.131w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.067u      0.000s      0.010w     24 calls
HF: Form D                          :      0.033u      0.000s      0.005w     24 calls
HF: DIIS                            :      9.067u      0.467s      0.808w     22 calls
HF: Form C                          :     11.100u      0.233s      0.888w     22 calls
Libint2ERI::Libint2ERI              :      4.067u      0.083s      0.439w      2 calls
trans_ints                          :    951.417u    262.150s    727.125w      1 calls
| Trans (OV|OV)                     :    948.883u    260.750s    726.086w      1 calls
| Sort chem -> phys                 :      0.200u      0.850s      0.623w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.200u      0.850s      0.623w      1 calls
| Trans OEI                         :      0.067u      0.000s      0.005w      1 calls
| Build Denominators                :      2.250u      0.550s      0.401w      1 calls
T2(1)                               :      1.117u      6.700s      4.742w      1 calls
MP2 Energy                          :      0.500u      1.517s      1.222w      1 calls

**************************************************************************************

Host: asaxb001.asc.edu

Timers On : Tue Dec  3 22:53:42 2024
Timers Off: Tue Dec  3 22:54:05 2024

Wall Time:       22.89 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     11.967u      0.417s      1.375w      2 calls
Libint2ERI::Libint2ERI              :      0.917u      0.150s      0.385w     20 calls
HF: Form core H                     :      0.267u      0.000s      0.023w      2 calls
HF: Form S/X                        :      0.050u      0.017s      0.004w      2 calls
HF: Guess                           :      2.000u      0.100s      0.158w      2 calls
SAD Guess                           :      1.967u      0.100s      0.155w      2 calls
HF: Form G                          :      8.300u      0.167s      0.637w     22 calls
JK: D                               :      0.000u      0.000s      0.001w     22 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     22 calls
JK: JK                              :      8.300u      0.167s      0.635w     22 calls
PK computes JK                      :      8.283u      0.167s      0.634w     22 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.000u      0.000s      0.001w     22 calls
HF: Form D                          :      0.000u      0.000s      0.000w     22 calls
HF: DIIS                            :      3.983u      0.217s      1.093w     20 calls
HF: Form C                          :      0.483u      0.000s      0.040w     20 calls
trans_ints                          :      4.917u      0.817s      2.184w      1 calls
Trans (OV|OV)                       :      4.850u      0.800s      2.173w      1 calls
Sort chem -> phys                   :      0.000u      0.000s      0.002w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.000u      0.000s      0.002w      1 calls
Trans OEI                           :      0.000u      0.017s      0.000w      1 calls
Build Denominators                  :      0.017u      0.000s      0.001w      1 calls
T2(1)                               :      0.283u      0.017s      0.024w      1 calls
MP2 Energy                          :      0.450u      0.017s      0.039w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     11.967u      0.417s      1.375w      2 calls
| Libint2ERI::Libint2ERI            :      0.483u      0.133s      0.352w     18 calls
HF: Form core H                     :      0.267u      0.000s      0.023w      2 calls
HF: Form S/X                        :      0.050u      0.017s      0.004w      2 calls
HF: Guess                           :      2.000u      0.100s      0.158w      2 calls
| SAD Guess                         :      1.967u      0.100s      0.155w      2 calls
HF: Form G                          :      8.300u      0.167s      0.637w     22 calls
| JK: D                             :      0.000u      0.000s      0.001w     22 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     22 calls
| JK: JK                            :      8.300u      0.167s      0.635w     22 calls
| | PK computes JK                  :      8.283u      0.167s      0.634w     22 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.000u      0.000s      0.001w     22 calls
HF: Form D                          :      0.000u      0.000s      0.000w     22 calls
HF: DIIS                            :      3.983u      0.217s      1.093w     20 calls
HF: Form C                          :      0.483u      0.000s      0.040w     20 calls
Libint2ERI::Libint2ERI              :      0.433u      0.017s      0.034w      2 calls
trans_ints                          :      4.917u      0.817s      2.184w      1 calls
| Trans (OV|OV)                     :      4.850u      0.800s      2.173w      1 calls
| Sort chem -> phys                 :      0.000u      0.000s      0.002w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.000u      0.000s      0.002w      1 calls
| Trans OEI                         :      0.000u      0.017s      0.000w      1 calls
| Build Denominators                :      0.017u      0.000s      0.001w      1 calls
T2(1)                               :      0.283u      0.017s      0.024w      1 calls
MP2 Energy                          :      0.450u      0.017s      0.039w      1 calls

**************************************************************************************

Host: asax029.asc.edu

Timers On : Wed Dec  4 13:25:52 2024
Timers Off: Wed Dec  4 13:26:18 2024

Wall Time:       25.96 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      4.167u      0.033s      2.571w      2 calls
Libint2ERI::Libint2ERI              :      0.100u      0.033s      0.108w      6 calls
HF: Form core H                     :      0.017u      0.000s      0.052w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      2 calls
HF: Guess                           :      0.067u      0.000s      0.049w      2 calls
SAD Guess                           :      0.050u      0.000s      0.048w      2 calls
HF: Form G                          :      0.083u      0.000s      0.041w     20 calls
JK: D                               :      0.000u      0.000s      0.000w     20 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     20 calls
JK: JK                              :      0.083u      0.000s      0.040w     20 calls
PK computes JK                      :      0.083u      0.000s      0.040w     20 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     20 calls
HF: Form F                          :      0.000u      0.000s      0.000w     20 calls
HF: Form D                          :      0.000u      0.000s      0.000w     20 calls
HF: DIIS                            :      0.500u      0.150s      1.639w     18 calls
HF: Form C                          :      0.017u      0.000s      0.014w     18 calls
trans_ints                          :      0.383u      0.100s      0.414w      1 calls
Trans (OV|OV)                       :      0.383u      0.100s      0.398w      1 calls
Sort chem -> phys                   :      0.000u      0.000s      0.005w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.000u      0.000s      0.005w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.000u      0.000s      0.003w      1 calls
T2(1)                               :      0.000u      0.033s      0.042w      1 calls
MP2 Energy                          :      0.017u      0.017s      0.023w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      4.167u      0.033s      2.571w      2 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.033s      0.087w      4 calls
HF: Form core H                     :      0.017u      0.000s      0.052w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      2 calls
HF: Guess                           :      0.067u      0.000s      0.049w      2 calls
| SAD Guess                         :      0.050u      0.000s      0.048w      2 calls
HF: Form G                          :      0.083u      0.000s      0.041w     20 calls
| JK: D                             :      0.000u      0.000s      0.000w     20 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     20 calls
| JK: JK                            :      0.083u      0.000s      0.040w     20 calls
| | PK computes JK                  :      0.083u      0.000s      0.040w     20 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     20 calls
HF: Form F                          :      0.000u      0.000s      0.000w     20 calls
HF: Form D                          :      0.000u      0.000s      0.000w     20 calls
HF: DIIS                            :      0.500u      0.150s      1.639w     18 calls
HF: Form C                          :      0.017u      0.000s      0.014w     18 calls
Libint2ERI::Libint2ERI              :      0.033u      0.000s      0.020w      2 calls
trans_ints                          :      0.383u      0.100s      0.414w      1 calls
| Trans (OV|OV)                     :      0.383u      0.100s      0.398w      1 calls
| Sort chem -> phys                 :      0.000u      0.000s      0.005w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.000u      0.000s      0.005w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.000w      1 calls
| Build Denominators                :      0.000u      0.000s      0.003w      1 calls
T2(1)                               :      0.000u      0.033s      0.042w      1 calls
MP2 Energy                          :      0.017u      0.017s      0.023w      1 calls

**************************************************************************************

Host: asax029.asc.edu

Timers On : Wed Dec  4 13:26:19 2024
Timers Off: Wed Dec  4 13:26:22 2024

Wall Time:        3.18 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.050u      0.017s      0.028w      2 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.011w      6 calls
HF: Form core H                     :      0.000u      0.000s      0.020w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      2 calls
HF: Guess                           :      0.033u      0.000s      0.026w      2 calls
SAD Guess                           :      0.033u      0.000s      0.024w      2 calls
HF: Form G                          :      0.000u      0.000s      0.001w     18 calls
JK: D                               :      0.000u      0.000s      0.000w     18 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     18 calls
JK: JK                              :      0.000u      0.000s      0.001w     18 calls
PK computes JK                      :      0.000u      0.000s      0.001w     18 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     18 calls
HF: Form F                          :      0.000u      0.000s      0.000w     18 calls
HF: Form D                          :      0.000u      0.000s      0.000w     18 calls
HF: DIIS                            :      0.500u      0.067s      0.329w     16 calls
HF: Form C                          :      0.000u      0.000s      0.004w     16 calls
trans_ints                          :      0.000u      0.000s      0.117w      1 calls
Trans (OV|OV)                       :      0.000u      0.000s      0.110w      1 calls
Sort chem -> phys                   :      0.000u      0.000s      0.000w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.000u      0.000s      0.000w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.000u      0.000s      0.000w      1 calls
T2(1)                               :      0.000u      0.000s      0.015w      1 calls
MP2 Energy                          :      0.000u      0.000s      0.016w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.050u      0.017s      0.028w      2 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.008w      4 calls
HF: Form core H                     :      0.000u      0.000s      0.020w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      2 calls
HF: Guess                           :      0.033u      0.000s      0.026w      2 calls
| SAD Guess                         :      0.033u      0.000s      0.024w      2 calls
HF: Form G                          :      0.000u      0.000s      0.001w     18 calls
| JK: D                             :      0.000u      0.000s      0.000w     18 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     18 calls
| JK: JK                            :      0.000u      0.000s      0.001w     18 calls
| | PK computes JK                  :      0.000u      0.000s      0.001w     18 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     18 calls
HF: Form F                          :      0.000u      0.000s      0.000w     18 calls
HF: Form D                          :      0.000u      0.000s      0.000w     18 calls
HF: DIIS                            :      0.500u      0.067s      0.329w     16 calls
HF: Form C                          :      0.000u      0.000s      0.004w     16 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.003w      2 calls
trans_ints                          :      0.000u      0.000s      0.117w      1 calls
| Trans (OV|OV)                     :      0.000u      0.000s      0.110w      1 calls
| Sort chem -> phys                 :      0.000u      0.000s      0.000w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.000u      0.000s      0.000w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.000w      1 calls
| Build Denominators                :      0.000u      0.000s      0.000w      1 calls
T2(1)                               :      0.000u      0.000s      0.015w      1 calls
MP2 Energy                          :      0.000u      0.000s      0.016w      1 calls

**************************************************************************************

Host: asax029.asc.edu

Timers On : Wed Dec  4 13:26:22 2024
Timers Off: Wed Dec  4 13:26:26 2024

Wall Time:        4.05 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.067u      0.000s      0.049w      2 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.013w      6 calls
HF: Form core H                     :      0.000u      0.000s      0.047w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      2 calls
HF: Guess                           :      0.067u      0.017s      0.042w      2 calls
SAD Guess                           :      0.050u      0.000s      0.041w      2 calls
HF: Form G                          :      0.000u      0.000s      0.002w     24 calls
JK: D                               :      0.000u      0.000s      0.000w     24 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     24 calls
JK: JK                              :      0.000u      0.000s      0.001w     24 calls
PK computes JK                      :      0.000u      0.000s      0.001w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     24 calls
HF: Form F                          :      0.000u      0.000s      0.000w     24 calls
HF: Form D                          :      0.000u      0.000s      0.000w     24 calls
HF: DIIS                            :      0.483u      0.067s      0.354w     22 calls
HF: Form C                          :      0.017u      0.000s      0.006w     22 calls
trans_ints                          :      0.017u      0.000s      0.098w      1 calls
